x0,x1,x2
0.270875,0.2582,0.418474
0.492581,0.611593,0.669818
0.492581,0.611593,0.843766
0.49258141463713434,0.6115931882759961,0.867843354788235
0.49258141463713434,0.6115931882759961,0.8635262140243503
